change_id;revision-id;filename;line;start_line;end_line;LOC;message
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                    "A GPU task assignment was specified, but nonbonded interactions were ";None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                    "assigned to the CPU. Make no more than one of these choices."))_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        };None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        return false_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    };None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    if (!buildSupportsNonbondedOnGpu && nonbondedTarget == TaskTarget::Gpu);None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    {;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        GMX_THROW(InconsistentInputError(;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                "Nonbonded interactions on the GPU were requested with -nb gpu, ";None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                "but the GROMACS binary has been built without GPU support. ";None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                "Either run without selecting GPU options, or recompile GROMACS ";None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                "with GPU support enabled"))_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    };None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    // TODO refactor all these TaskTarget::Gpu checks into one place?;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    // e.g. use a subfunction that handles only the cases where;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    // TaskTargets are not Cpu?;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    if (emulateGpuNonbonded == EmulateGpuNonbonded::Yes);None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    {;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        if (nonbondedTarget == TaskTarget::Gpu);None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        {;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;            GMX_THROW(InconsistentInputError(;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                    "Nonbonded interactions on the GPU were required, which is inconsistent ";None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                    "with choosing emulation. Make no more than one of these choices."))_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        };None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        if (!userGpuTaskAssignment.empty());None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        {;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;            GMX_THROW(;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                    InconsistentInputError("GPU ID usage was specified, as was GPU emulation. Make ";None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                                           "no more than one of these choices."))_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        };None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        return false_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    };None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    if (!nonbondedOnGpuIsUseful);None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    {;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        if (nonbondedTarget == TaskTarget::Gpu);None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        {;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;            GMX_THROW(InconsistentInputError(;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                    "Nonbonded interactions on the GPU were required, but not supported for these ";None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                    "simulation settings. Change your settings, or do not require using GPUs."))_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        };None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        return false_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    };None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    if (!userGpuTaskAssignment.empty());None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;    {;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        // Specifying -gputasks requires specifying everything.;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        if (nonbondedTarget == TaskTarget::Auto);None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        {;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;            GMX_THROW(InconsistentInputError(;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;                    formatString(g_specifyEverythingFormatString, "-nb and -ntmpi")))_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        };None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
gromacs~release-2020~Ie05dac64eada8f704c3a33d0eb6e5bc74dfcc61e;e8dc08ab8a4aed8e1dbfd4c1c5b1cb9d27cd5cf3;src/gromacs/mdrun/md.cpp;;0;0;        return true_;None of these changes should happen. Locality is explicitly only about force calculations between particles on different domains. Ranks only update the local update groups, and the atoms in them have been constructed to be in the local atom set. All operations that logically act once per atom (f output, checkpointing, COM motion removal) are taken care of by the rank upon which the particle is in the local (ie home) set.
